item-name,price ($),company,rating,link
GIGABYTE WINDFORCE GeForce RTX 4070 12GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N4070WF3OC-12GD,749,GIGABYTE,4.8,https://www.newegg.ca/gigabyte-geforce-rtx-4070-gv-n4070wf3oc-12gd/p/N82E16814932611
"ASUS Dual GeForce RTX 4070 OC Edition 12GB GDDR6X, IP5X, Auto-Extreme Technology, 144-Hour Validation Program, HDMI 2.1a, DP 1.4a, DUAL-RTX4070-O12G",769,ASUS,4.6,https://www.newegg.ca/asus-geforce-rtx-4070-dual-rtx4070-o12g/p/N82E16814126638
MSI Ventus GeForce RTX 4070 12GB GDDR6X PCI Express 4.0 ATX Video Card RTX 4070 VENTUS 2X 12G OC,771,MSI,4.8,https://www.newegg.ca/msi-geforce-rtx-4070-rtx-4070-ventus-2x-12g-oc/p/N82E16814137787
MSI Gaming GeForce RTX 4070 12GB GDDR6X PCI Express 4.0 x16 ATX Video Card RTX 4070 GAMING X SLIM 12G,769,MSI,4.9,https://www.newegg.ca/msi-geforce-rtx-4070-rtx-4070-gaming-x-slim-12g/p/N82E16814137826
"ASUS Dual GeForce RTX 4070 SUPER OC Edition graphics card (PCIe 4.0, 12GB GDDR6X, DLSS 3, HDMI 2.1, DisplayPort 1.4a, 2.56-slot design, Axial-tech fan design, Auto-Extreme Tech) DUAL-RTX4070S-O12G",829,ASUS,4.6,https://www.newegg.ca/asus-geforce-rtx-4070-dual-rtx4070s-o12g/p/N82E16814126687
"GIGABYTE GeForce RTX 4070 SUPER WINDFORCE OC 12G Graphics Card, 3x WINDFORCE Fans, 12GB 192-bit GDDR6X, GV-N407SWF3OC-12GD  Video Card",829,GIGABYTE,4.1,https://www.newegg.ca/gigabyte-geforce-rtx-4070-super-gv-n407swf3oc-12gd/p/N82E16814932683
"ZOTAC GAMING GeForce RTX 4070 Twin Edge DLSS 3 12GB GDDR6X 192-bit 21 Gbps PCIE 4.0 Compact Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, SPECTRA RGB Lighting, ZT-D40700E-10M",849,ZOTAC,4.7,https://www.newegg.ca/zotac-geforce-rtx-4070-zt-d40700e-10m/p/N82E16814500550
MSI Gaming GeForce RTX 4070 SUPER 12GB GDDR6X PCI Express 4.0 ATX Video Card RTX 4070 SUPER 12G GAMING X SLIM,899,MSI,4.8,https://www.newegg.ca/msi-geforce-rtx-4070-super-rtx-4070-super-12g-gaming-x-slim/p/N82E16814137860
MSI Gaming GeForce RTX 4070 SUPER 12GB GDDR6X PCI Express 4.0 ATX Video Card RTX 4070 SUPER 12G GAMING X SLIM MLG,929,MSI,0,https://www.newegg.ca/msi-geforce-rtx-4070-super-rtx-4070-super-12g-gaming-x-slim-mlg/p/N82E16814137872
"ASUS TUF Gaming NVIDIA GeForce RTX 4070 OC Edition Gaming Graphics Card (PCIe 4.0, 12GB GDDR6X, HDMI 2.1, DisplayPort 1.4a) TUF-RTX4070-O12G-GAMING",899,ASUS,4.9,https://www.newegg.ca/asus-geforce-rtx-4070-tuf-rtx4070-o12g-gaming/p/N82E16814126637
"ZOTAC GAMING GeForce RTX 4070 SUPER Twin Edge DLSS 3 12GB GDDR6X 192-bit 21 Gbps PCIE 4.0 Compact Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, SPECTRA RGB Lighting, ZT-D40720E-10M",829,ZOTAC,4.5,https://www.newegg.ca/zotac-geforce-rtx-4070-super-zt-d40720e-10m/p/N82E16814500572
"GIGABYTE GeForce RTX 4070 SUPER AERO OC 12G Graphics Card, 3x WINDFORCE Fans, 12GB 192-bit GDDR6X, GV-N407SAERO OC-12GD Video Card",919,GIGABYTE,5,https://www.newegg.ca/gigabyte-geforce-rtx-4070-super-gv-n407saero-oc-12gd/p/N82E16814932680
MSI Ventus GeForce RTX 4070 12GB GDDR6X PCI Express 4.0 ATX Video Card RTX 4070 VENTUS 2X WHITE 12G OC,789,MSI,3.9,https://www.newegg.ca/msi-geforce-rtx-4070-rtx-4070-ventus-2x-white-12g-oc/p/N82E16814137833
"ASUS Dual GeForce RTX 4070 SUPER graphics card (PCIe 4.0, 12GB GDDR6X, DLSS 3, HDMI 2.1, DisplayPort 1.4a, 2.56-slot design, Axial-tech fan design, Auto-Extreme Tech) DUAL-RTX4070S-12G",829,ASUS,4.8,https://www.newegg.ca/asus-geforce-rtx-4070-dual-rtx4070s-12g/p/N82E16814126688
"ASUS TUF Gaming GeForce RTX 4070 SUPER OC Edition Gaming Graphics Card (PCIe 4.0, 12GB GDDR6X, DLSS 3, HDMI 2.1a, DisplayPort 1.4a) TUF-RTX4070S-O12G-GAMING",949,ASUS,4.8,https://www.newegg.ca/asus-geforce-rtx-4070-tuf-rtx4070s-o12g-gaming/p/N82E16814126697
"ASUS Dual GeForce RTX 4070 White OC Edition 12GB GDDR6X (PCIe 4.0, 12GB GDDR6X, DLSS 3, HDMI 2.1, DisplayPort 1.4a, 2.56-slot design, Axial-tech fan design, 0dB technology) DUAL-RTX4070-O12G-WHITE",789,ASUS,4.9,https://www.newegg.ca/asus-geforce-rtx-4070-dual-rtx4070-o12g-white/p/N82E16814126645
"GIGABYTE GeForce RTX 4070 SUPER GAMING OC 12G Graphics Card, 3x WINDFORCE Fans, 12GB 192-bit GDDR6X, GV-N407SGAMING OC-12GD  Video Card",879,GIGABYTE,4.9,https://www.newegg.ca/gigabyte-geforce-rtx-4070-super-gv-n407sgaming-oc-12gd/p/N82E16814932681
"ASUS Dual GeForce RTX 4070 SUPER White OC Edition (PCIe 4.0, 12GB GDDR6X, DLSS 3, HDMI 2.1a, DisplayPort 1.4a, 2.56-slot design, Axial-tech fan design, Auto-Extreme Tech) DUAL-RTX4070S-O12G-WHITE",849,ASUS,5,https://www.newegg.ca/asus-geforce-rtx-4070-dual-rtx4070s-o12g-white/p/N82E16814126698
MSI Gaming GeForce RTX 4070 Ti 12GB GDDR6X PCI Express 4.0 ATX Video Card RTX 4070 Ti GAMING X SLIM 12G,1079,MSI,4.7,https://www.newegg.ca/msi-geforce-rtx-4070-ti-rtx-4070-ti-gaming-x-slim-12g/p/N82E16814137835
"ASUS Dual GeForce RTX 4070 EVO OC Edition 12GB GDDR6X is designed for broad compatibility, with a 2.5-slot design, Axial-tech fan design, 0dB technology, Auto-Extreme Technology",749,ASUS,5,https://www.newegg.ca/asus-geforce-rtx-4070-dual-rtx4070-o12g-evo/p/N82E16814126689
MSI Ventus GeForce RTX 4070 Ti 12GB GDDR6X PCI Express 4.0 Video Card RTX 4070 Ti VENTUS 3X 12G,1942,MSI,4.5,https://www.newegg.ca/msi-geforce-rtx-4070-ti-rtx-4070-ti-ventus-3x-12g/p/N82E16814137773
MSI Ventus GeForce RTX 4070 SUPER 12GB GDDR6X PCI Express 4.0 ATX Video Card RTX 4070 SUPER 12G VENTUS 2X WHITE OC,869,MSI,5,https://www.newegg.ca/msi-geforce-rtx-4070-super-rtx-4070-super-12g-ventus-2x-white-oc/p/N82E16814137862
"ASUS Dual GeForce RTX 4070 12GB GDDR6X, IP5X, Auto-Extreme Technology, 144-Hour Validation Program, HDMI 2.1a, DP 1.4a, DUAL-RTX4070-12G",759,ASUS,4.6,https://www.newegg.ca/asus-geforce-rtx-4070-tuf-rtx4070-o12g-gaming/p/N82E16814126639
"ASUS ROG Strix GeForce RTX 4070 OC Edition Gaming Graphics Card (PCIe 4.0, 12GB GDDR6X, DLSS 3, HDMI 2.1, DisplayPort 1.4a) ROG-STRIX-RTX4070-O12G-GAMING",969,ASUS,4.8,https://www.newegg.ca/asus-geforce-rtx-4070-rog-strix-rtx4070-o12g-gaming/p/N82E16814126643
GIGABYTE Gaming GeForce RTX 4070 12GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N4070GAMING OC-12GD,829,GIGABYTE,4.5,https://www.newegg.ca/gigabyte-geforce-rtx-4070-gv-n4070gaming-oc-12gd/p/N82E16814932609
"ZOTAC GAMING GeForce RTX 4070 SUPER Trinity Black Edition DLSS 3 12GB GDDR6X 192-bit 21 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, SPECTRA RGB Lighting, ZT-D40720D-10P",879,ZOTAC,5,https://www.newegg.ca/zotac-geforce-rtx-4070-super-zt-d40720h-10m/p/N82E16814500571
"GIGABYTE AORUS GeForce RTX 4070 SUPER MASTER 12G Graphics Card, 3x WINDFORCE Fans, 12GB 192-bit GDDR6X, GV-N407SAORUS M-12GD? Video Card",949,GIGABYTE,5,https://www.newegg.ca/gigabyte-geforce-rtx-4070-super-gv-n407saorus-m-12gd/p/N82E16814932679
MSI Ventus GeForce RTX 4070 SUPER 12GB GDDR6X PCI Express 4.0 ATX Video Card RTX 4070 SUPER 12G VENTUS 2X OC,849,MSI,4.4,https://www.newegg.ca/msi-geforce-rtx-4070-super-rtx-4070-super-12g-ventus-2x-oc/p/N82E16814137861
"ZOTAC GAMING GeForce RTX 4070 Ti SUPER Trinity Black Edition DLSS 3 16GB GDDR6X 256-bit 21 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, SPECTRA RGB Lighting, ZT-D40730D-10P",1099,ZOTAC,5,https://www.newegg.ca/zotac-geforce-rtx-4070-ti-super-zt-d40730d-10p/p/N82E16814500576
"ASUS TUF Gaming NVIDIA GeForce RTX 4070 Gaming Graphics Card (PCIe 4.0, 12GB GDDR6X, HDMI 2.1, DisplayPort 1.4a) TUF-RTX4070-12G-GAMING",906,ASUS,5,https://www.newegg.ca/asus-geforce-rtx-4070-tuf-rtx4070-12g-gaming/p/N82E16814126641
"ASUS ROG Strix GeForce RTX 4070 SUPER OC Edition Gaming Graphics Card (PCIe 4.0, 12GB GDDR6X, DLSS 3, Massive vented backplate, Power sensing, Aura Sync) ROG-STRIX-RTX4070S-O12G-GAMING",1009,ASUS,0,https://www.newegg.ca/asus-geforce-rtx-4070-rog-strix-rtx4070s-o12g-gaming/p/N82E16814126696
"GIGABYTE GeForce RTX 4070 Ti WINDFORCE OC 12G Graphics Card, 3x WINDFORCE Fans, 12GB 192-bit GDDR6X, GV-N407TWF3OC-12GD Video Card",1099,GIGABYTE,4.2,https://www.newegg.ca/gigabyte-geforce-rtx-4070-ti-gv-n407twf3oc-12gd/p/N82E16814932623
"ASUS TUF Gaming NVIDIA GeForce RTX 4070 Ti SUPER OC Edition Gaming Graphics Card (PCIe 4.0, 16GB GDDR6X, HDMI 2.1a, DisplayPort 1.4a) TUF-RTX4070TIS-O16G-GAMING",1179,ASUS,5,https://www.newegg.ca/asus-geforce-rtx-4070-ti-super-tuf-rtx4070tis-o16g-gaming/p/N82E16814126685
MSI Ventus GeForce RTX 4070 12GB GDDR6X PCI Express 4.0 ATX Video Card RTX 4070 VENTUS 3X 12G OC,699,MSI,4.6,https://www.newegg.ca/msi-geforce-rtx-4070-rtx-4070-ventus-3x-12g-oc/p/N82E16814137789
MSI Ventus GeForce RTX 4070 Ti 12GB GDDR6X PCI Express 4.0 ATX Video Card RTX 4070 Ti VENTUS 3X E 12G OC,949,MSI,4.4,https://www.newegg.ca/msi-geforce-rtx-4070-ti-rtx-4070-ti-ventus-3x-e-12g-oc/p/N82E16814137827
"ZOTAC GAMING GeForce RTX 4070 Twin Edge OC White Edition DLSS 3 12GB GDDR6X 192-bit 21 Gbps PCIE 4.0 Compact Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, SPECTRA RGB Lighting, ZT-D40700Q-10M",799,ZOTAC,0,https://www.newegg.ca/zotac-geforce-rtx-4070-zt-d40700q-10m/p/N82E16814500568
"ASUS Dual GeForce RTX 4070 White Edition 12GB GDDR6X (PCIe 4.0, 12GB GDDR6X, DLSS 3, HDMI 2.1, DisplayPort 1.4a, 2.56-slot design, Axial-tech fan design, 0dB technology) DUAL-RTX4070-12G-WHITE",809,ASUS,5,https://www.newegg.ca/asus-geforce-rtx-4070-dual-rtx4070-12g-white/p/N82E16814126646
"GIGABYTE GeForce RTX 4070 SUPER EAGLE OC 12G Graphics Card, 3x WINDFORCE Fans, 12GB 192-bit GDDR6X, GV-N407SEAGLE OC-12GD? Video Card",849,GIGABYTE,0,https://www.newegg.ca/gigabyte-geforce-rtx-4070-super-gv-n407seagle-oc-12gd/p/N82E16814932682
"GIGABYTE GeForce RTX 4070 Ti SUPER GAMING OC 16G Graphics Card, 3x WINDFORCE Fans, 16GB 256-bit GDDR6X, GV-N407TSGAMING OC-16GD Video Card",1149,GIGABYTE,4.5,https://www.newegg.ca/gigabyte-geforce-rtx-4070-ti-super-gv-n407tsgaming-oc-16gd/p/N82E16814932676
"ZOTAC GAMING GeForce RTX 4070 SUPER Twin Edge OC DLSS 3 12GB GDDR6X 192-bit 21 Gbps PCIE 4.0 Compact Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, SPECTRA RGB Lighting, ZT-D40720H-10M",849,ZOTAC,5,https://www.newegg.ca/zotac-geforce-rtx-4070-super-zt-d40720h-10m/p/N82E16814500573
"ASUS ROG Strix NVIDIA GeForce RTX 4070 Ti Gaming Graphics Card (PCIe 4.0, 12GB GDDR6X, HDMI 2.1a, DisplayPort 1.4a) ROG-STRIX-RTX4070TI-12G-GAMING",1240,ASUS,4.4,https://www.newegg.ca/asus-geforce-rtx-4070-ti-rog-strix-rtx4070ti-12g-gaming/p/N82E16814126605
"ASUS ROG Strix NVIDIA GeForce RTX 4070 Ti OC Edition Gaming Graphics Card (PCIe 4.0, 12GB GDDR6X, HDMI 2.1a, DisplayPort 1.4a) ROG-STRIX-RTX4070TI-O12G-GAMING",1387,ASUS,4.4,https://www.newegg.ca/asus-geforce-rtx-4070-ti-rog-strix-rtx4070ti-o12g-gaming/p/N82E16814126604
"ASUS TUF Gaming NVIDIA GeForce RTX 4070 Ti SUPER Gaming Graphics Card (PCIe 4.0, 16GB GDDR6X, HDMI 2.1a, DisplayPort 1.4a) TUF-RTX4070TIS-16G-GAMING",1456,ASUS,4.9,https://www.newegg.ca/asus-geforce-rtx-4070-ti-super-tuf-rtx4070tis-16g-gaming/p/N82E16814126686
MSI Ventus GeForce RTX 4070 Ti SUPER 16GB GDDR6X PCI Express 4.0 ATX Video Card RTX 4070 Ti SUPER 16G VENTUS 2X OC,1119,MSI,5,https://www.newegg.ca/msi-geforce-rtx-4070-ti-super-rtx-4070-ti-super-16g-ventus-2x-oc/p/N82E16814137857
"ZOTAC GAMING GeForce RTX 4070 Ti Trinity OC White Edition DLSS 3 12GB GDDR6X 192-bit 21 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, SPECTRA 2.0 RGB Lighting, ZT-D40710Q-10P",1149,ZOTAC,5,https://www.newegg.ca/zotac-geforce-rtx-4070-ti-zt-d40710q-10p/p/N82E16814500562
MSI Ventus GeForce RTX 4070 Ti SUPER 16GB GDDR6X PCI Express 4.0 ATX Video Card RTX 4070 Ti SUPER 16G VENTUS 2X WHITE OC,1149,MSI,4.8,https://www.newegg.ca/msi-geforce-rtx-4070-ti-super-rtx-4070-ti-super-16g-ventus-2x-white-oc/p/N82E16814137858
"ZOTAC GAMING GeForce RTX 4070 Twin Edge OC DLSS 3 12GB GDDR6X 192-bit 21 Gbps PCIE 4.0 Compact Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, SPECTRA RGB Lighting, ZT-D40700H-10M",799,ZOTAC,4,https://www.newegg.ca/zotac-geforce-rtx-4070-zt-d40700d-10p/p/N82E16814500552
"ZOTAC GAMING GeForce RTX 4070 Ti SUPER AMP Holo DLSS 3 16GB GDDR6X 256-bit 21 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, SPECTRA 2.0 ARGB Lighting, ZT-D40730F-10P",1179,ZOTAC,5,https://www.newegg.ca/zotac-geforce-rtx-4070-ti-super-zt-d40730f-10p/p/N82E16814500578
"ZOTAC GAMING GeForce RTX 4070 Ti Trinity OC DLSS 3 12GB GDDR6X 192-bit 21 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, SPECTRA 2.0 RGB Lighting, ZT-D40710J-10P",1149,ZOTAC,4.5,https://www.newegg.ca/zotac-geforce-rtx-4070-ti-zt-d40710j-10p/p/N82E16814500546
"ASUS TUF Gaming NVIDIA GeForce RTX 4070 Ti OC White Edition Gaming Graphics Card (PCIe 4.0, 12GB GDDR6X, HDMI 2.1a, DisplayPort 1.4a) TUF-RTX4070TI-O12G-WHITE-GAMING",1238,ASUS,5,https://www.newegg.ca/asus-geforce-rtx-4070-ti-tuf-rtx4070ti-o12g-white-gaming/p/N82E16814126683
MSI Suprim GeForce RTX 4070 Ti 12GB GDDR6X PCI Express 4.0 Video Card RTX 4070 Ti SUPRIM SE 12G,1149,MSI,0,https://www.newegg.ca/msi-geforce-rtx-4070-ti-rtx-4070-ti-suprim-12g/p/N82E16814137864
MSI Ventus GeForce RTX 4070 Ti 12GB GDDR6X PCI Express 4.0 x16 ATX Video Card RTX 4070 Ti VENTUS 2X 12G OC,1099,MSI,0,https://www.newegg.ca/msi-geforce-rtx-4070-ti-rtx-4070-ti-ventus-2x-12g-oc/p/N82E16814137840
MSI Ventus GeForce RTX 4070 Ti 12GB GDDR6X PCI Express 4.0 ATX Video Card RTX 4070 Ti VENTUS 2X WHITE 12G OC,999,MSI,0,https://www.newegg.ca/msi-geforce-rtx-4070-ti-rtx-4070-ti-ventus-2x-white-12g-oc/p/N82E16814137839
"ASUS TUF Gaming NVIDIA GeForce RTX 4070 Ti OC Edition Gaming Graphics Card (PCIe 4.0, 12GB GDDR6X, HDMI 2.1a, DisplayPort 1.4a)",1789,ASUS,0,https://www.newegg.ca/p/1FT-000Y-00924
MSI Ventus GeForce RTX 4070 Ti SUPER 16GB GDDR6X PCI Express 4.0 ATX Video Card RTX 4070 Ti SUPER 16G VENTUS 3X OC,1129,MSI,5,https://www.newegg.ca/msi-geforce-rtx-4070-ti-super-rtx-4070-ti-super-16g-ventus-3x-oc/p/N82E16814137856
"GIGABYTE GeForce RTX 4070 Ti GAMING OC V2 12G Graphics Card, 3x WINDFORCE Fans, 12GB 192-bit GDDR6X, GV-N407TGAMING OCV2-12GD Video Card",1149,GIGABYTE,5,https://www.newegg.ca/gigabyte-geforce-rtx-4070-ti-gv-n407tgaming-ocv2-12gd/p/N82E16814932652
ASUS Dual GeForce RTX 4070 White OC Overclocked Edition 12GB GDDR6X Gaming Graphics Card [DUAL-RTX4070-O12G-WHITE],1475,ASUS,0,https://www.newegg.ca/p/1FT-000Y-008X9
"ASUS Dual GeForce RTX 4070 OC Edition 12GB GDDR6X, IP5X, Auto-Extreme Technology, 144-Hour Validation Program, HDMI 2.1a, DP 1.4a",1446,ASUS,0,https://www.newegg.ca/p/1FT-000Y-00922
"GIGABYTE GeForce RTX 4070 WINDFORCE 2X OC 12G Graphics Card, 2x WINDFORCE Fans, 12GB 192-bit GDDR6X, GV-N4070WF2OC-12GD Video Card",759,GIGABYTE,4,https://www.newegg.ca/gigabyte-geforce-rtx-4070-gv-n4070wf2oc-12gd/p/N82E16814932667
MSI Ventus GeForce RTX 4070 SUPER 12GB GDDR6X PCI Express 4.0 ATX Video Card RTX 4070 SUPER 12G VENTUS 3X OC,879,MSI,1,https://www.newegg.ca/msi-geforce-rtx-4070-super-rtx-4070-super-12g-ventus-3x-oc/p/N82E16814137863
ASUS ProArt GeForce RTX 4070 12GB - OC Edition - graphics card - GeForce RTX 4070 - 12 GB,1521,ASUS,0,https://www.newegg.ca/p/27N-000M-00223
ASUS ProArt GeForce RTX 4070 12GB - graphics card - GeForce RTX 4070 - 12 GB,1510,ASUS,0,https://www.newegg.ca/p/27N-000M-00228
PNY GeForce RTX 4070 12GB VERTO Dual Fan Graphics Card DLSS 3,896,PNY,4.8,https://www.newegg.ca/pny-geforce-rtx-4070-vcg407012dfxpb1/p/N82E16814133855
MSI GeForce RTX 4070 GAMING X SLIM WHITE 12G - graphics card - GeForce RTX 4070 - 12 GB - white,1649,MSI,0,https://www.newegg.ca/p/27N-0023-00227
"ASUS ProArt GeForce RTX 4070 Ti 12GB OC Edition GDDR6X Graphics Card (PCIe 4.0, 12GB GDDR6X, DLSS 3, HDMI 2.1a, DisplayPort 1.4a) PROART-RTX4070TI-O12G",999,ASUS,5,https://www.newegg.ca/asus-proart-geforce-rtx-4070-ti-oc-edition-12gb-gddr6x/p/N82E16814126663
GIGABYTE AERO GeForce RTX 4070 Ti 12GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N407TAERO OCV2-12GD,1119,GIGABYTE,4.5,https://www.newegg.ca/gigabyte-geforce-rtx-4070-ti-gv-n407taero-ocv2-12gd/p/N82E16814932615
MSI GeForce RTX 4070 Ti VENTUS 3X E 12G OC - graphics card - GeForce RTX 4070 Ti - 12 GB,1799,MSI,0,https://www.newegg.ca/p/27N-0023-00230
"ASUS TUF Gaming NVIDIA GeForce RTX 4070 Ti Gaming Graphics Card (PCIe 4.0, 12GB GDDR6X, HDMI 2.1a, DisplayPort 1.4a) TUF-RTX4070TI-12G-GAMING",1119,ASUS,4.8,https://www.newegg.ca/asus-geforce-rtx-4070-ti-tuf-rtx4070ti-12g-gaming/p/N82E16814126607
