Anime Title,Year Aired,Rating,Status,Number of Episode,Genre,Source
Nishi no Yoki Majo: Astraea Testament,2006,6.68,Finished,13,"['Comedy', 'Drama', 'Fantasy', 'Mystery', 'Romance']",Light novel
Yakushiji Ryouko no Kaiki Jikenbo,2008,7.04,Finished,13,"['Mystery', 'Supernatural']",Light novel
Persona 4 the Animation: The Factor of Hope,2012,7.26,Finished,1,"['Action', 'Adventure', 'Mystery', 'Supernatural']",Game
Kagewani: Shou,2016,6.41,Finished,13,"['Horror', 'Mystery', 'Supernatural']",Original
Sayonara Zetsubou Sensei Special,2012,7.46,Finished,1,"['Comedy', 'Mystery']",Manga
Tantei Opera Milky Holmes Dai 2 Maku,2012,7.2,Finished,12,"['Comedy', 'Mystery']",Source
Kindaichi Shounen no Jikenbo Returns,2014,7.53,Finished,25,['Mystery'],Manga
AD Police,1990,6.23,Finished,3,"['Action', 'Adventure', 'Horror', 'Mystery', 'Sci-Fi', 'Suspense']",Source
Meitantei Conan OVA 10: Kid in Trap Island,2010,7.75,Finished,1,"['Adventure', 'Comedy', 'Mystery']",Manga
.hack//The Movie: Sekai no Mukou ni,2012,7.04,Finished,1,"['Action', 'Adventure', 'Fantasy', 'Mystery', 'Sci-Fi']",Source
Angel Heart,2005,7.26,Finished,50,"['Action', 'Drama', 'Mystery', 'Romance']",Manga
Rozen Maiden: Meitantei Kunkun - Duell Walzer,2006,6.46,Finished,1,"['Comedy', 'Mystery']",Manga
Darwin's Game: Log Line,2020,6.58,Finished,1,"['Action', 'Mystery', 'Sci-Fi', 'Suspense']",Manga
Loups=Garous,2010,6.25,Finished,1,"['Mystery', 'Sci-Fi', 'Suspense']",Source
Meitantei Conan OVA 04: Conan to Kid to Crystal Mother,2004,7.49,Finished,1,"['Adventure', 'Mystery']",Manga
Mononoke Movie,2024,0,Not yet aired,1,"['Horror', 'Mystery', 'Supernatural']",Original
ACCA: 13-ku Kansatsu-ka - Regards,2020,7.15,Finished,1,"['Drama', 'Fantasy', 'Mystery']",Manga
Layton Mystery Tanteisha: Katri no Nazotoki File,2018,7.23,Finished,50,"['Comedy', 'Mystery']",Game
Nakanohito Genome [Jikkyouchuu]: Knots of Memories,2020,6.82,Finished,1,"['Adventure', 'Drama', 'Mystery']",Web manga
Meitantei Conan OVA 02: 16-nin no Yougisha,2002,7.32,Finished,1,"['Adventure', 'Comedy', 'Mystery']",Manga
Gosick: Utsukushiki Kaibutsu wa Konton no Sen wo Shimiru,2011,7.07,Finished,1,['Mystery'],Light novel
Kaidan Restaurant,2009,7.24,Finished,23,"['Horror', 'Mystery', 'Supernatural']",Picture book
Ajin Part 2 OVA,2017,7.02,Finished,1,"['Action', 'Horror', 'Mystery', 'Supernatural']",Manga
Meitantei Conan OVA 06: Kieta Daiya wo Oe! Conan & Heiji VS Kid!,2006,7.36,Finished,1,"['Comedy', 'Mystery']",Manga
Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D,2011,7.72,Finished,1,"['Mystery', 'Sci-Fi']",Manga
Gakkou no Kaidan: Kubinashi Rider!! Shi no Noroi,2001,6.99,Finished,1,"['Horror', 'Mystery', 'Supernatural']",Original
Princess Principal: Crown Handler Movie 2,2021,7.71,Finished,1,"['Action', 'Mystery']",Original
Meitantei Conan OVA 03: Conan to Heiji to Kieta Shounen,2003,7.18,Finished,1,"['Adventure', 'Comedy', 'Mystery']",Manga
Mokke,2007,7.06,Finished,24,"['Mystery', 'Slice of Life', 'Supernatural']",Source
Hikari to Mizu no Daphne,2004,6.78,Finished,24,"['Comedy', 'Drama', 'Mystery', 'Sci-Fi', 'Ecchi']",Original
Kizumonogatari: Koyomi Vamp,2024,7.3,Finished,1,"['Action', 'Mystery', 'Supernatural']",Light novel
Betterman,1999,6.57,Finished,26,"['Action', 'Adventure', 'Drama', 'Horror', 'Mystery', 'Sci-Fi']",Original
Gallery Fake,2005,7.4,Finished,37,['Mystery'],Tokyo Kids
Kaze no Youjinbou,2001,7.14,Finished,25,"['Action', 'Drama', 'Mystery']",Original
Meitantei Conan Movie 25: Halloween no Hanayome,2022,8.04,Finished,1,"['Action', 'Mystery']",Manga
Clamp Gakuen Tanteidan,1997,6.83,Finished,26,"['Action', 'Comedy', 'Mystery']",Manga
Kaitou Joker,2014,6.95,Finished,13,"['Adventure', 'Comedy', 'Mystery']",Manga
Technoroid: Overmind,2023,6.53,Finished,12,"['Mystery', 'Sci-Fi']",Mixed media
Tantei Team KZ Jiken Note,2015,6.19,Finished,16,['Mystery'],Novel
Meitantei Conan OVA 05: Hyouteki wa Kogoro! Shounen Tanteidan Maruchichousa,2005,7.23,Finished,1,"['Adventure', 'Comedy', 'Mystery']",Manga
Meitantei Conan OVA 07: Agasa-sensei no Chousenjou! Agasa vs Conan & Shounen Tanteidan,2007,7.25,Finished,1,"['Adventure', 'Comedy', 'Mystery']",Manga
Interlude,2004,6.37,Finished,3,"['Adventure', 'Horror', 'Mystery']",Visual novel
Shuangsheng Lingtan,2016,7.09,Finished,20,['Mystery'],Manga
Lupin III: Lupin vs. Fukusei-ningen,1978,7.02,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Aiyou de Mishi,2023,7.1,Finished,16,"['Mystery', 'Suspense']",Manga
Meitantei Conan: Zero no Tea Time,2022,6.91,Finished,6,"['Mystery', 'Slice of Life']",Manga
Sushi Police,2016,4.63,Finished,13,"['Comedy', 'Gourmet', 'Mystery']",Original
ef: A Tale of Memories. - Recollections,2008,7.27,Finished,1,"['Drama', 'Mystery', 'Romance']",Visual novel
Kamonohashi Ron no Kindan Suiri 2nd Season,0,0,Not yet aired,?,"['Comedy', 'Mystery']",Manga
X OVA,2001,6.77,Finished,1,"['Action', 'Drama', 'Fantasy', 'Mystery']",Manga
Bai Yao Pu,2020,7.1,Finished,12,"['Adventure', 'Fantasy', 'Mystery', 'Supernatural']",Novel
Meitantei Conan OVA 11: London kara no Maru Hi Shirei,2011,7.4,Finished,1,"['Adventure', 'Comedy', 'Mystery']",Manga
Re:cycle of the Penguindrum,2022,7.17,Finished,2,"['Avant Garde', 'Comedy', 'Drama', 'Mystery', 'Supernatural']",Source
Meitantei Conan Magic File 2: Kudou Shinichi Nazo no Kabe to Kuro Lab Jiken,2008,7.5,Finished,1,"['Adventure', 'Comedy', 'Mystery']",Manga
Persona 4 the Golden Animation: Thank you Mr. Accomplice,2014,6.5,Finished,1,"['Adventure', 'Drama', 'Mystery', 'Supernatural']",Game
Hero Mask 2nd Season,2019,6.5,Finished,9,"['Action', 'Mystery', 'Sci-Fi']",Original
Meitantei Conan OVA 08: Joshikousei Tantei Suzuki Sonoko no Jikenbo,2008,7.19,Finished,1,"['Comedy', 'Mystery']",Manga
Midnight Eye: Gokuu,1989,6.45,Finished,1,"['Action', 'Mystery', 'Sci-Fi']",Manga
Edogawa Conan Shissou Jiken: Shijou Saiaku no Futsukakan,2014,7.77,Finished,1,"['Adventure', 'Comedy', 'Mystery']",Manga
Yuugo: Koushounin,2004,7.06,Finished,13,"['Action', 'Drama', 'Mystery', 'Suspense']",Manga
Rokka no Yuusha Picture Drama,2015,6.41,Finished,3,"['Action', 'Adventure', 'Fantasy', 'Mystery']",Light novel
Meitantei Conan Magic File 3: Shinichi to Ran Mahjong Pai to Tanabata no Omoide,2009,7.41,Finished,1,['Mystery'],Manga
Meitantei Holmes,1984,7.37,Finished,26,"['Action', 'Adventure', 'Comedy', 'Mystery']",Source
Meitantei Conan: Hannin no Hanzawa-san,2022,6.84,Finished,12,"['Comedy', 'Mystery']",Manga
Karakuri Zoushi Ayatsuri Sakon,1999,7.36,Finished,26,"['Mystery', 'Suspense']",Manga
City Hunter Movie: Shinjuku Private Eyes,2019,7.46,Finished,1,"['Action', 'Comedy', 'Mystery']",Manga
11-nin Iru!,1986,7.02,Finished,1,"['Action', 'Adventure', 'Drama', 'Mystery', 'Romance', 'Sci-Fi']",Manga
Lupin III: Kutabare! Nostradamus,1995,7.33,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Burn Up Excess,1997,6.57,Finished,13,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Sci-Fi', 'Ecchi']",Original
Meitantei Conan Magic File 4: Osaka Okonomiyaki Odyssey,2010,7.48,Finished,1,"['Comedy', 'Mystery']",Manga
Kindaichi Shounen no Jikenbo Returns 2nd Season,2015,7.66,Finished,22,['Mystery'],Manga
Lupin III: Dead or Alive,1996,7.12,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Lupin III: Fuuma Ichizoku no Inbou,1987,7.28,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Meitantei Conan OVA 12: Excalibur no Kiseki,2012,7.02,Finished,1,"['Comedy', 'Mystery', 'Sports']",Manga
Monster Extra: Hottan,2004,6.63,Finished,1,"['Drama', 'Mystery', 'Suspense']",Manga
Di Wang Gong Lue,2018,6.44,Finished,20,"['Adventure', 'Boys Love', 'Drama', 'Mystery']",Novel
"Lupin III: Episode 0 ""First Contact""",2002,7.55,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Kaii to Otome to Kamikakushi,2024,0,Not yet aired,?,"['Mystery', 'Supernatural']",Web manga
Futari wa Milky Holmes,2013,5.78,Finished,12,"['Comedy', 'Mystery']",Source
Darkside Blues,1994,6.01,Finished,1,"['Horror', 'Mystery', 'Sci-Fi']",Manga
Meitantei Conan Movie 26: Kurogane no Submarine,2023,8.33,Finished,1,"['Action', 'Mystery']",Manga
Princess Principal: Crown Handler Movie 3,2023,7.62,Finished,1,"['Action', 'Mystery']",Original
Norageki!,2011,6.09,Finished,1,"['Mystery', 'Sci-Fi']",Original
I: Wish You Were Here,2001,5.98,Finished,4,"['Action', 'Drama', 'Mystery', 'Sci-Fi']",Original
Koukaku Kidoutai: SAC_2045 Season 2,2022,6.85,Finished,12,"['Action', 'Mystery', 'Sci-Fi']",Source
Collar x Malice Movie: Deep Cover,2023,5.93,Finished,2,"['Mystery', 'Romance', 'Suspense']",Visual novel
Meitantei Conan Movie 10: Tantei-tachi no Requiem Recap,2006,7.64,Finished,1,"['Adventure', 'Comedy', 'Mystery']",Manga
Kujira no Kora wa Sajou ni Manabu!,2018,6.62,Finished,2,"['Comedy', 'Drama', 'Fantasy', 'Mystery']",Manga
Master Keaton OVA,1999,7.72,Finished,15,"['Adventure', 'Drama', 'Mystery']",Manga
Suteki Tantei Labyrinth,2007,6.65,Finished,25,"['Mystery', 'Sci-Fi']",Manga
Meitantei Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,2011,7.31,Finished,1,"['Adventure', 'Comedy', 'Mystery']",Manga
Burn Up Scramble,2004,6.14,Finished,12,"['Action', 'Comedy', 'Drama', 'Mystery', 'Sci-Fi', 'Ecchi']",Original
Jikuu Tantei Genshi-kun,1998,6.43,Finished,39,"['Adventure', 'Comedy', 'Fantasy', 'Mystery', 'Sci-Fi']",Manga
Meitantei Conan Movie 09: Suihei Senjou no Strategy Recap,2005,7.6,Finished,1,"['Adventure', 'Comedy', 'Mystery']",Manga
Jie Mo Ren,2016,6.01,Finished,14,"['Action', 'Fantasy', 'Mystery', 'Supernatural']",Web manga
Meitantei Conan Bonus File: Fantasista no Hana,2012,7.35,Finished,1,"['Comedy', 'Mystery', 'Sports']",Manga
Mayonaka no Occult Koumuin OVA,2019,7.13,Finished,2,"['Fantasy', 'Mystery']",Manga
Human Bug Daigaku,2022,6.7,Finished,12,"['Comedy', 'Mystery']",Web manga
Tiger & Bunny 2 Part 2,2022,7.51,Finished,12,"['Action', 'Comedy', 'Mystery']",Original
Tantei Kageki Milky Holmes TD,2015,6.44,Finished,12,"['Comedy', 'Mystery']",Source
Lupin III: Babylon no Ougon Densetsu,1985,6.46,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Fw:Hamatora,2015,6.97,Finished,1,"['Comedy', 'Mystery']",Mixed media
Lupin III: Green vs. Red,2008,6.63,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Digital Devil Story: Megami Tensei,1987,5.13,Finished,1,"['Adventure', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Supernatural']",Light novel
Dream Hunter Rem,1985,6.31,Finished,4,"['Action', 'Fantasy', 'Mystery', 'Ecchi']",Original
Lupin III: Moeyo Zantetsuken!,1994,7.01,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
City Hunter: Ai to Shukumei no Magnum,1989,7.37,Finished,1,"['Action', 'Comedy', 'Mystery']",Manga
Lupin III: Walther P38,1997,7.33,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Lupin III: Bye Bye Liberty - Kiki Ippatsu!,1989,6.8,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
City Hunter: The Secret Service,1996,7.41,Finished,1,"['Action', 'Comedy', 'Mystery']",Manga
Meitantei Conan: Conan vs. Kid - Shark & Jewel,2005,7.59,Finished,1,"['Adventure', 'Comedy', 'Mystery']",Manga
Biohazard 4: Incubate,2006,6.08,Finished,1,"['Action', 'Horror', 'Mystery', 'Supernatural', 'Suspense']",Game
City Hunter: Bay City Wars,1990,7.33,Finished,1,"['Action', 'Comedy', 'Mystery']",Manga
Meitantei Conan: Kuro no Soshiki to Taiketsu no Rekishi,2007,7.56,Finished,1,"['Adventure', 'Comedy', 'Mystery']",Manga
Ningyo no Kizu,1993,6.73,Finished,1,"['Drama', 'Fantasy', 'Horror', 'Mystery']",Manga
Canaan: Minorikawa Report 201X Shanghai,2010,6.47,Finished,1,"['Action', 'Mystery', 'Sci-Fi', 'Supernatural']",Visual novel
Lupin III: Honoo no Kioku - Tokyo Crisis,1998,7.25,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Fushigi no Umi no Nadia: Original Movie,1991,5.28,Finished,1,"['Action', 'Adventure', 'Drama', 'Mystery', 'Romance', 'Sci-Fi']",Source
Lupin III: Lupin Ansatsu Shirei,1993,6.93,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Red Garden: Dead Girls,2007,6.31,Finished,1,['Mystery'],Original
Wild Adapter,2014,6.18,Finished,2,"['Action', 'Drama', 'Mystery']",Manga
Twilight Q,1987,6.31,Finished,2,"['Mystery', 'Sci-Fi']",Source
Hamatora The Animation: Saishuukai Chokuzen! Mao ga Okuru,2014,6.72,Finished,1,"['Comedy', 'Mystery']",Mixed media
Vanitas no Karte: Le Chemin Parcouru Depuis la Rencontre,2021,6.95,Finished,1,"['Action', 'Fantasy', 'Mystery']",Manga
Guimi Zhi Zhu,2025,0,Not yet aired,?,"['Action', 'Mystery', 'Supernatural', 'Suspense']",Web novel
City Hunter: Hyakuman Dollar no Inbou,1990,7.32,Finished,1,"['Action', 'Comedy', 'Mystery']",Manga
Agatha Christie no Meitantei Poirot to Marple,2004,6.85,Finished,39,['Mystery'],Novel
Cinderella Boy,2003,6.29,Finished,13,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Ningyo no Mori,1991,6.69,Finished,1,"['Drama', 'Fantasy', 'Horror', 'Mystery']",Manga
Ao Oni The Animation (Movie),2017,4.05,Finished,1,"['Horror', 'Mystery']",Game
Kara no Shoujo,2010,5.64,Finished,2,"['Mystery', 'Hentai']",Visual novel
Lupin III: Harimao no Zaihou wo Oe!!,1995,6.9,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Lupin III: Ai no Da Capo - Fujiko's Unlucky Days,1999,6.76,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Lupin III: $1 Money Wars,2000,7.11,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Tantei Opera Milky Holmes: Summer Special,2011,6.92,Finished,1,"['Comedy', 'Mystery']",Source
Meitantei Conan: Toubousha Mouri Kogorou,2014,6.93,Finished,1,"['Comedy', 'Mystery']",Manga
Double Decker! Doug & Kirill: Extra,2019,7.13,Finished,3,"['Action', 'Comedy', 'Mystery', 'Sci-Fi']",Original
Mouryou no Hako: Chuuzenji Atsuko no Jikenbo - Hako no Yurei no Koto,2009,6.58,Finished,1,"['Mystery', 'Supernatural', 'Suspense']",Novel
Lupin III: Otakara Henkyaku Daisakusen!!,2003,7.31,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori OVA",2016,6.23,Finished,2,['Mystery'],Source
Lupin III: Hemingway Paper no Nazo,1990,6.88,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Lupin III: Russia yori Ai wo Komete,1992,6.66,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Blue Seed 2,1996,6.4,Finished,3,"['Action', 'Adventure', 'Drama', 'Horror', 'Mystery', 'Supernatural']",Source
Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,2005,6.97,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Lupin III: Napoleon no Jisho wo Ubae,1991,6.6,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Meitantei Conan: Hiiro no Fuzai Shoumei,2021,7.37,Finished,1,"['Action', 'Comedy', 'Drama', 'Mystery']",Manga
Amrita no Kyouen,2023,5.42,Finished,1,"['Fantasy', 'Horror', 'Mystery']",Original
Princess Principal: Ange Report,2017,6.47,Finished,1,"['Action', 'Mystery']",Source
Sore dake ga Neck,2020,5.67,Finished,12,['Mystery'],Original
Lupin III: Goodbye Partner,2019,6.8,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Kabukichou Sherlock OVA,2020,6.71,Finished,6,"['Comedy', 'Drama', 'Mystery']",Original
Kaitou Joker 2nd Season,2015,7.25,Finished,13,"['Adventure', 'Comedy', 'Mystery']",Manga
Midnight Eye: Gokuu II,1989,6.21,Finished,1,"['Action', 'Mystery', 'Sci-Fi']",Manga
Lupin III: Nusumareta Lupin,2004,7,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Lupin III: Kiri no Elusive,2007,6.77,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Aoyama Goushou Tanpenshuu,1999,7.28,Finished,7,"['Adventure', 'Comedy', 'Mystery']",Manga
Mayonaka no Occult Koumuin: Fukurokouji to Ano Ko to Ore to,2019,6.79,Finished,1,"['Fantasy', 'Mystery']",Manga
Duan Nao,2014,6.35,Finished,16,"['Mystery', 'Sci-Fi', 'Suspense']",Web manga
Deimos no Hanayome: Ran no Kumikyoku,1988,5.65,Finished,1,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Supernatural']",Manga
Princess Principal: Crown Handler Movie 1 - Busy Easy Money,2021,6.85,Finished,1,"['Comedy', 'Mystery']",Original
Lupin III: Ikiteita Majutsushi,2002,5.84,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Digimon Survive: Prologue Movie,2019,6.45,Finished,1,"['Fantasy', 'Mystery']",Game
Lupin III: Part 6 - Jidai,2021,7.32,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Tantei Opera Milky Holmes: Alternative,2012,6.48,Finished,2,"['Comedy', 'Mystery']",Source
Meitantei Conan vs. Wooo,2011,6.1,Finished,2,"['Adventure', 'Comedy', 'Mystery']",Manga
Aragne no Mushikago,2018,5.03,Finished,1,"['Fantasy', 'Horror', 'Mystery']",Original
Da Li Si Rizhi,2020,6.8,Finished,12,"['Action', 'Comedy', 'Mystery']",Web manga
Cop Craft: Utsukushiki Onna Kishi! Toraware no Yousei wo Oe!,2019,5.84,Finished,1,"['Action', 'Fantasy', 'Mystery', 'Sci-Fi']",Light novel
Lupin III: Pilot Film (1978),1978,6.3,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Shin Taketori Monogatari: 1000-nen Joou,1981,7.15,Finished,42,"['Drama', 'Mystery', 'Sci-Fi']",Manga
Warau Hyouteki,1987,6.12,Finished,1,"['Horror', 'Mystery']",Manga
Hentatsu (TV),2020,5.09,Finished,12,"['Adventure', 'Mystery']",Original
Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,2008,6.96,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Mo Du Zhe,0,0,Not yet aired,?,"['Drama', 'Mystery']",Novel
Saishuu Shiken Kujira,2007,4.96,Finished,12,"['Comedy', 'Mystery', 'Supernatural', 'Ecchi']",Visual novel
Ribbon no Kishi,1967,6.74,Finished,52,"['Action', 'Fantasy', 'Mystery', 'Romance']",Manga
Taiho Shichau zo in America,2002,6.47,Finished,1,"['Action', 'Comedy', 'Mystery']",Manga
Gyakuten Saiban 6 Prologue,2016,6.51,Finished,1,['Mystery'],Game
Lupin III: Touhou Kenbunroku - Another Page,2012,6.78,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Kyokugen Dasshutsu Adv: Zennin Shibou desu Prologue,2011,6.03,Finished,1,['Mystery'],Visual novel
Meitantei Conan: Conan vs. Kid - Shikkoku no Sniper,2006,7.2,Finished,1,"['Adventure', 'Comedy', 'Mystery']",Manga
Kaitou Joker 3rd Season,2016,7.19,Finished,13,"['Adventure', 'Comedy', 'Mystery']",Manga
L/R: Licensed by Royal,2003,6.39,Finished,12,"['Action', 'Adventure', 'Mystery']",Original
Kaiketsu Jouki Tanteidan,1998,6.64,Finished,26,"['Action', 'Mystery']",Manga
Lupin III: Prison of the Past,2019,6.89,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Vatican Kiseki Chousakan: Majo no Soup,2018,6.44,Finished,1,"['Drama', 'Mystery', 'Supernatural']",Novel
Daomu Biji Zhi Qinling Shen Shu,2021,6.65,Finished,12,"['Adventure', 'Mystery', 'Supernatural']",Novel
Kingdom Hearts χ Back Cover,2017,6.81,Finished,1,"['Action', 'Fantasy', 'Mystery']",Game
Mini Hama: Minimum Hamatora,2015,6.2,Finished,8,"['Comedy', 'Mystery']",Mixed media
City Hunter Movie: Tenshi no Namida,2023,6.76,Finished,1,"['Action', 'Mystery']",Source
Appleseed XIII Remix Movie 2: Yogen,2011,6.26,Finished,1,"['Action', 'Mystery', 'Sci-Fi']",Source
Li Shi Zhentan Shiwusuo: A Day in Lungmen,2022,6.51,Finished,6,"['Comedy', 'Mystery']",Game
Appleseed XIII Remix Movie 1: Yuigon,2011,6.22,Finished,1,"['Action', 'Mystery', 'Sci-Fi']",Source
Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes,2016,7.15,Finished,1,"['Comedy', 'Mystery']",Original
Kaitou Joker 4th Season,2016,7.33,Finished,13,"['Adventure', 'Comedy', 'Mystery']",Manga
Gregory Horror Show,1999,6.59,Finished,25,"['Comedy', 'Horror', 'Mystery', 'Supernatural']",Original
Meitantei Conan: Kinga Shinnen Mouri Kogorou,2015,6.99,Finished,1,"['Action', 'Comedy', 'Mystery']",
RahXephon Specials,2003,6.37,Finished,2,"['Action', 'Drama', 'Mystery', 'Romance', 'Sci-Fi']",Original
Beyblade Burst Dynamite Battle,2021,6.23,Finished,52,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Sports']",Manga
X Densha de Ikou,1987,5.75,Finished,1,"['Avant Garde', 'Mystery', 'Supernatural']",Novel
Bai Yao Pu 2nd Season,2021,7.25,Finished,12,"['Adventure', 'Fantasy', 'Mystery', 'Supernatural']",Novel
Kyoukaisen,2021,7.07,Finished,1,['Mystery'],Original
Meitantei Conan Movie 27: 100-man Dollar no Michishirube,2024,0,Not yet aired,1,['Mystery'],Manga
Babel Nisei (2001),2001,5.68,Finished,13,"['Action', 'Adventure', 'Mystery', 'Sci-Fi', 'Supernatural']",Manga
Akatsuki no Chinkonka,2018,6.36,Finished,1,"['Fantasy', 'Mystery']",Original
Shen Qi Huan Qi Tan,2017,5.6,Finished,24,"['Action', 'Adventure', 'Fantasy', 'Mystery', 'Supernatural']",Manga
Lupin III vs. Cat's Eye,2023,6.54,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Original
Li Shi,2020,6,Finished,16,"['Action', 'Mystery', 'Supernatural']",Novel
Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin,1996,7.06,Finished,1,['Mystery'],Light novel
Hello Harinezumi: Satsui no Ryoubun,1992,6.38,Finished,1,"['Drama', 'Mystery']",Manga
Meitantei Conan: Haibara Ai Monogatari - Kurogane no Mystery Train,2023,7.25,Finished,1,['Mystery'],Manga
Tiger & Bunny: Too Many Cooks Spoil the Broth.,2015,6.18,Finished,1,"['Action', 'Comedy', 'Mystery']",Original
Galerians: Rion,2002,5.32,Finished,3,"['Adventure', 'Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Supernatural', 'Suspense']",Game
Ojousama Sousamou,1996,4.85,Finished,1,"['Action', 'Comedy', 'Mystery']",Original
Princess Principal: Crown Handler Movie 2 - Revealing Reviews,2022,6.65,Finished,1,['Mystery'],Original
Kyoshin to Hyouka no Shiro,2020,5.63,Finished,4,"['Drama', 'Mystery', 'Supernatural']",Original
Your Forma,0,0,Not yet aired,?,"['Mystery', 'Sci-Fi']",Light novel
Luv Wave,2000,5.88,Finished,3,"['Action', 'Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Hentai']",Visual novel
Sin in the Rain,2006,4.7,Finished,1,['Mystery'],
Mushishi Recap,2006,6.69,Finished,1,"['Mystery', 'Supernatural']",Manga
Souryuuden,1991,6.46,Finished,12,"['Drama', 'Mystery', 'Supernatural']",Novel
