Anime Title,Year Aired,Rating,Status,Number of Episode,Genre,Source
Karakuri Circus: Makuai - Soshite Mata Kaimaku Bell,2019,6.21,Finished,1,"['Adventure', 'Mystery']",Manga
Ankoku Shinwa,1990,4.17,Finished,2,"['Fantasy', 'Horror', 'Mystery', 'Supernatural']",Manga
20-pun de Oitsukeru: Shingeki no Kyojin,2021,6.25,Finished,1,"['Action', 'Drama', 'Fantasy', 'Mystery']",Source
Saint Luminous Jogakuin,1998,5.9,Finished,13,"['Mystery', 'Supernatural']",Original
Memory,1964,6,Finished,1,"['Avant Garde', 'Comedy', 'Drama', 'Mystery']",Original
Gosenzo San'e,1998,6.07,Finished,4,"['Comedy', 'Mystery', 'Supernatural', 'Hentai']",Original
15-fun de Oitsukeru: Shingeki no Kyojin,2020,6.35,Finished,1,"['Action', 'Drama', 'Fantasy', 'Mystery']",Manga
City Hunter: Ryou no Propose,2016,6.73,Finished,1,"['Action', 'Comedy', 'Mystery']",Manga
Meitantei Conan: Nazo no Suisei Kaijuu wo Oe!,2001,6.43,Finished,1,['Mystery'],Manga
10-pun de Oitsukeru: Shingeki no Kyojin,2018,6.34,Finished,1,"['Action', 'Drama', 'Fantasy', 'Mystery']",Manga
Tokyo 24-ku: Reversal Film,2022,5.76,Finished,1,"['Mystery', 'Sci-Fi']",Original
Mini Hama: Minimum Hamatora Movies,2015,5.99,Finished,2,"['Comedy', 'Mystery']",Mixed media
Princess Principal: Crown Handler Movie 4,0,0,Not yet aired,1,"['Action', 'Mystery']",Original
Mi Bao Zhi Guo,2021,5.57,Finished,10,"['Fantasy', 'Mystery', 'Sci-Fi']",Original
Wild 7,1994,6.23,Finished,2,"['Action', 'Drama', 'Mystery']",Manga
Bai Yao Pu 3rd Season,2022,7.45,Finished,12,"['Adventure', 'Fantasy', 'Mystery', 'Supernatural']",Novel
Kindaichi Shounen no Jikenbo Specials,2007,7.18,Finished,2,['Mystery'],Manga
Koukaku Kidoutai: Ghost Chaser,2018,6.24,Finished,1,"['Action', 'Mystery', 'Sci-Fi']",Manga
Coo: Tooi Umi kara Kita Coo,1993,6.61,Finished,1,"['Adventure', 'Drama', 'Mystery', 'Slice of Life']",Novel
Meitantei Conan: Internet Nazo no Mail Jiken,2000,6.36,Finished,1,['Mystery'],Manga
Yoroshiku Mechadock,1984,6.8,Finished,30,"['Action', 'Comedy', 'Mystery']",Manga
Blue Seed 1.5,1996,6.35,Finished,2,"['Action', 'Adventure', 'Drama', 'Horror', 'Mystery', 'Romance', 'Supernatural']",Manga
Chou Shounen Tanteidan Neo,2017,5.18,Finished,13,['Mystery'],Novel
Kindan no Mokushiroku: Crystal Triangle,1987,4.55,Finished,1,"['Adventure', 'Mystery']",Original
Shaonian Ge Xing,2018,6.86,Finished,26,"['Action', 'Adventure', 'Mystery']",Novel
Mozu no Nie,2003,5.24,Finished,1,"['Mystery', 'Hentai']",Visual novel
Dennou Coil Recaps,2007,6.18,Finished,2,"['Adventure', 'Comedy', 'Drama', 'Mystery', 'Sci-Fi']",Original
Meitantei Conan: Amuro Secret Call,2018,6.35,Finished,1,"['Comedy', 'Mystery']",Manga
Alexander Senki Movie,2000,5.76,Finished,1,"['Action', 'Adventure', 'Avant Garde', 'Mystery', 'Supernatural']",Novel
Xue Se Cang Qiong,2017,5.98,Finished,26,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Mystery', 'Suspense']",Web manga
Monster Special Edition,2005,6.41,Finished,2,"['Drama', 'Mystery', 'Suspense']",Manga
Tokyo Vice,1988,5.24,Finished,1,"['Action', 'Mystery', 'Sci-Fi']",Original
Oshie to Tabi Suru Otoko,2018,0,Finished,1,['Mystery'],Novel
Tantei Opera Milky Holmes: Fun Fun Party Night♪ - Ken to Janet no Okurimono,2016,6.64,Finished,1,"['Comedy', 'Mystery']",Original
Tantei Opera Milky Holmes: Arsene Karei naru Yokubou,2017,6.71,Finished,1,"['Comedy', 'Mystery']",Original
Meitantei Conan vs. Kaitou Kid,2024,0,Finished,1,"['Adventure', 'Comedy', 'Mystery']",Manga
Stand My Heroes: Warmth of Memories,2023,6.1,Finished,1,"['Mystery', 'Romance']",Game
Yami no Purple Eye,1987,4.56,Finished,1,"['Horror', 'Mystery', 'Supernatural']",Manga
Bakumatsu Rock: Mystery! Onsen Kaijiken ze yo!!,2014,5.99,Finished,1,['Mystery'],Game
Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie,1999,7.07,Finished,1,"['Action', 'Comedy', 'Mystery']",Manga
Tenchi Muyou! GXP: Paradise Shidou-hen,2023,6.13,Finished,6,"['Action', 'Comedy', 'Mystery', 'Sci-Fi']",Source
Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana Recap,2019,5.56,Finished,1,"['Action', 'Fantasy', 'Mystery']",Original
Meitantei Conan: Pyramid kara no Chousenjou!,2001,6.1,Finished,1,['Mystery'],Manga
Mokke Specials,2008,6.8,Finished,2,"['Mystery', 'Slice of Life', 'Supernatural']",Manga
Attraction,2010,5.91,Finished,1,['Mystery'],Original
Kindaichi Shounen no Jikenbo Movie 2: Satsuriku no Deep Blue,1999,6.94,Finished,1,['Mystery'],Light novel
Gakkou no Kaidan Recaps,2000,6.1,Finished,2,"['Horror', 'Mystery', 'Supernatural']",Original
Urban Square: Kohaku no Tsuigeki,1986,6.02,Finished,1,"['Action', 'Mystery']",Original
Murder,1964,5.11,Finished,1,"['Award Winning', 'Mystery']",
Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,2012,6.97,Finished,2,['Mystery'],Manga
Meitantei Conan: Machi Tanken! Doubutsu Mark wo Get Seyo!,2003,5.96,Finished,1,['Mystery'],Manga
Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars,2006,6.16,Finished,1,"['Drama', 'Fantasy', 'Mystery']",Novel
Si Ling Bianma: Shijie Caozong Zhe,2013,5.23,Finished,12,"['Fantasy', 'Horror', 'Mystery']",Original
Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,2015,7.08,Finished,1,['Mystery'],Manga
Montana Jones,1994,6.81,Finished,52,"['Adventure', 'Comedy', 'Mystery']",Original
Inou no AICis: ESP & High School Detective,2021,5.88,Finished,15,"['Mystery', 'Supernatural']",Original
Gregory Horror Show: The Second Guest,2000,6.6,Finished,25,"['Comedy', 'Horror', 'Mystery', 'Supernatural']",Original
Tantei Opera Milky Holmes: Psycho no Aisatsu,2018,6.71,Finished,1,"['Comedy', 'Mystery']",Original
Tiger & Bunny Recaps,2012,6.05,Finished,2,"['Action', 'Comedy', 'Mystery', 'Sci-Fi']",
Loups=Garous #Overture,2010,5.4,Finished,2,"['Mystery', 'Sci-Fi']",
Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki,1984,6.53,Finished,1,"['Adventure', 'Comedy', 'Mystery']",Novel
Meitantei Conan: Shakunetsu no Ginga Tetsudou,2020,6.74,Finished,1,"['Adventure', 'Mystery']",Manga
Fushigi Dagashiya: Zenitendou,2020,5.95,Airing,?,['Mystery'],Toei Animation
Gregory Horror Show: The Last Train,2000,6.23,Finished,26,"['Comedy', 'Horror', 'Mystery', 'Supernatural']",Original
Antique Heart,1988,5.43,Finished,1,['Mystery'],Original
Koukaku Kidoutai: SAC_2045 - Saigo no Ningen,2023,0,Finished,1,"['Action', 'Mystery', 'Sci-Fi']",Source
Mugen Shinshi: Bouken Katsugeki-hen,1987,5.62,Finished,1,"['Fantasy', 'Horror', 'Mystery']",Manga
Meitantei Conan: Honchou no Keiji Koi Monogatari - Kekkon Zenya,2022,6.98,Finished,1,"['Adventure', 'Comedy', 'Mystery', 'Romance']",Manga
Midori no Neko,1989,5.4,Finished,1,['Mystery'],Manga
Kindaichi Shounen no Jikenbo: Shinigami Byouin Satsujin Jiken,1997,6.65,Finished,1,['Mystery'],Manga
Sinbi Apartment: Ghost Ball Bimil,2016,6.5,Finished,24,"['Mystery', 'Supernatural']",Original
Template,2022,7.32,Finished,1,['Mystery'],Original
Shaonian Ge Xing: Feng Hua Xue Yue Pian Part 1,2021,6.88,Finished,16,"['Action', 'Adventure', 'Mystery']",Novel
Takarajima Memorial: Yuunagi to Yobareta Otoko,1992,6.46,Finished,1,"['Adventure', 'Drama', 'Mystery', 'Supernatural']",Novel
Gloria: Kindan no Ketsuzoku,1997,5.46,Finished,3,"['Drama', 'Mystery', 'Romance', 'Hentai']",Visual novel
Joou Heika no Petite Angie,1977,6.46,Finished,26,['Mystery'],Source
Shounen Sunday CM: Meitantei Conan,1995,5.69,Finished,1,['Mystery'],Manga
Shounen Sunday CM: Karakuri Circus,1998,5.67,Finished,1,"['Action', 'Mystery']",Manga
High School Mystery: Gakuen Nanafushigi,1991,6.81,Finished,41,"['Horror', 'Mystery']",
Maomao no Hitorigoto,2023,6.39,Airing,?,['Mystery'],Light novel
Hua Jianghu: Huan Shi Men Sheng,2017,6.25,Finished,20,"['Drama', 'Fantasy', 'Mystery', 'Romance']",Original
Xiong Bing Lian,2017,6.05,Finished,33,"['Action', 'Mystery', 'Sci-Fi', 'Supernatural']",Original
With You: Mitsumeteitai,2000,5.18,Finished,2,"['Drama', 'Fantasy', 'Mystery', 'Romance']",Visual novel
Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie 2: UFO Shuurai! Tornado Daisakusen!!,2003,6.71,Finished,1,"['Action', 'Comedy', 'Mystery']",Manga
Qian Wu Guren,2021,0,Finished,26,"['Action', 'Adventure', 'Boys Love', 'Fantasy', 'Mystery', 'Supernatural']",Manga
Jiyi Guanli Ju,2020,7.13,Finished,1,"['Action', 'Mystery']",Original
Aruhi no Clamp Gakuen Tanteidan,2005,5.95,Finished,13,"['Comedy', 'Mystery']",Manga
Nonomura Byouin no Hitobito,1996,5.4,Finished,2,"['Mystery', 'Hentai']",Source
Megumi to Taiyou II: Kajuu Gummi Tweet Mystery - Kieta Sapphire Roman no Nazo,2012,4.89,Finished,1,['Mystery'],Source
Timing (Movie),2014,5.98,Finished,1,"['Mystery', 'Suspense']",Other
Ni Zai Xing Guang Shen Chu,2019,6.43,Finished,12,"['Mystery', 'Sci-Fi']",Novel
Gregory Horror Show: The Bloody Karte,2001,5.77,Finished,12,"['Comedy', 'Horror', 'Mystery', 'Supernatural']",Original
Gakkou no Kaidan (OVA),2005,6.38,Finished,10,"['Comedy', 'Horror', 'Mystery', 'Supernatural']",WAO World
Qui Shui Yi Yun,2015,5.73,Finished,12,"['Horror', 'Mystery', 'Supernatural']",Web manga
Wild 7 Another Bouryaku Unga,2002,5.18,Finished,13,"['Action', 'Adventure', 'Mystery']",Manga
Meitantei Conan: Kodai Kyouryuu no Nazo ni Semare!,2002,6.1,Finished,1,['Mystery'],Manga
Reporter Blues,1991,6.44,Finished,52,"['Comedy', 'Mystery']",Original
Satsujin Kippu wa Heart-iro,1990,5.21,Finished,1,['Mystery'],Novel
Princess Principal: Crown Handler Movie 5,0,0,Not yet aired,1,"['Action', 'Mystery']",Original
Yuukan Club,1991,5.72,Finished,2,"['Comedy', 'Mystery']",Manga
Mu Wang Zhi Wang: Qi Lin Jue,2016,6.21,Finished,20,"['Action', 'Mystery', 'Romance']",Original
Ginga Tansa 2100-nen: Border Planet,1986,6.25,Finished,1,"['Adventure', 'Mystery', 'Romance', 'Sci-Fi']",Original
Da Li Si Rizhi 2nd Season,2022,7.27,Finished,12,"['Action', 'Comedy', 'Fantasy', 'Mystery']",Web manga
Kuramerukagari,2024,0,Not yet aired,1,"['Mystery', 'Sci-Fi', 'Suspense']",Original
Li Shi Zhentan Shiwusuo: A Day in Lungmen - Once Upon a Time in Lungmen,2023,5.65,Finished,1,"['Comedy', 'Mystery']",Game
Shaonian Jinyiwei,2017,6.02,Finished,13,"['Action', 'Adventure', 'Mystery', 'Romance']",Original
Otohime Connection,1991,5.94,Finished,1,"['Drama', 'Mystery', 'Romance', 'Slice of Life']",Source
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu,2017,6.11,Finished,37,"['Adventure', 'Mystery', 'Sci-Fi']",Other
Seigi wo Aisuru Mono Gekkou Kamen,1972,6.71,Finished,39,"['Action', 'Mystery']",
15-fun de Wakaru: Kami no Tou,2020,5.79,Finished,2,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']",Web manga
Princess Principal: Crown Handler Movie 6,0,0,Not yet aired,1,"['Action', 'Mystery']",Original
Houkago no Tinker Bell,1992,5.38,Finished,1,"['Comedy', 'Drama', 'Mystery', 'Romance', 'Slice of Life']",Light novel
Lupin tai Holmes,1981,5.86,Finished,1,['Mystery'],
Tezuka Osamu ga Kieta?! 20-seiki Saigo no Kaijiken,2000,6.33,Finished,1,['Mystery'],
Gasshin Sentai Mechander Robo,1977,5.84,Finished,35,"['Mystery', 'Sci-Fi']",
Meitantei Holmes: Mrs. Hudson Hitojichi Jiken no Maki / Dover Kaikyou no Daikuuchuusen no Maki,1986,6.52,Finished,1,"['Adventure', 'Comedy', 'Mystery']",Novel
Special Kid Factory,0,0,Not yet aired,?,"['Mystery', 'Sci-Fi']",Original
Kaitou Lupin: 813 no Nazo,1979,6.26,Finished,1,['Mystery'],
Ziggy: Soreyuke! R&R Band,1991,5.44,Finished,1,"['Adventure', 'Mystery']",
Urvan,2021,5.84,Finished,1,"['Mystery', 'Sci-Fi']",Original
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: The Final - Ryoutsu Kankichi Saigo no Hi,2016,6.45,Finished,1,"['Comedy', 'Mystery']",Manga
Gekkou no Pierce: Yumemi to Gin no Bara no Kishidan,1991,5.67,Finished,1,"['Fantasy', 'Mystery', 'Romance']",Light novel
Kurayukaba,2024,0,Not yet aired,1,"['Mystery', 'Sci-Fi', 'Suspense']",Original
Takarajima Movie,1987,6.14,Finished,1,"['Adventure', 'Drama', 'Mystery', 'Supernatural']",Novel
Li Shi Zhentan Shiwusuo: A Day in Lungmen - Liang Xiaoshi Jiaqi,2023,6.1,Finished,1,"['Comedy', 'Mystery']",Game
Fabre-sensei wa Meitantei,2000,6.59,Finished,26,['Mystery'],Book
Oshiri Tantei,2018,0,Finished,10,"['Comedy', 'Fantasy', 'Mystery']",Picture book
Meitantei Gordon,2006,4.79,Finished,1,"['Comedy', 'Mystery']",Original
Bada-ui Jeonseol Jangbogo,2002,5.95,Finished,26,"['Action', 'Adventure', 'Comedy', 'Mystery']",
Nekketsu Jinmen Inu: Life Is Movie,2014,5.9,Finished,3,"['Comedy', 'Mystery']",
Wanpaku Tanteidan,1968,6.33,Finished,35,"['Action', 'Mystery']",
Meng Ta: Xue Mi Cheng,2018,5.91,Finished,13,"['Action', 'Adventure', 'Fantasy', 'Mystery', 'Supernatural']",Original
Si Hai Jing Qi,2018,5.93,Finished,12,"['Action', 'Adventure', 'Fantasy', 'Mystery']",Novel
Hentatsu (TV) Recap,2020,5.13,Finished,1,"['Adventure', 'Mystery']",Original
Mikeneko Holmes no Yuurei Joushu,1992,5.78,Finished,1,"['Comedy', 'Drama', 'Mystery']",Novel
Hello Kitty: Ringo no Mori no Mystery,2007,5.86,Finished,13,"['Comedy', 'Mystery']",
Anhe Zhuan,2023,6.8,Airing,26,"['Action', 'Adventure', 'Mystery']",Web novel
Shaonian Ge Xing: Feng Hua Xue Yue Pian Part 2,2022,7.04,Finished,16,"['Action', 'Adventure', 'Mystery']",Novel
Uchuu Icchokusen,2010,0,Finished,1,"['Fantasy', 'Mystery', 'Sci-Fi']",
"Yakushiji Ryouko no Kaiki Jikenbo: Hamachou, Voice & Fiction",2009,5.92,Finished,1,"['Mystery', 'Supernatural']",Light novel
Animation!,2006,5.68,Finished,13,"['Adventure', 'Avant Garde', 'Comedy', 'Fantasy', 'Mystery']",
Meitantei Conan: Keisatsu Gakkou-hen Wild Police Story - Case. Furuya Rei,2023,6.56,Finished,1,"['Adventure', 'Comedy', 'Mystery']",Manga
Mu Wang Zhi Wang: Han Tie Dou,2017,6.2,Finished,21,"['Action', 'Mystery', 'Romance']",Original
Shiritsutantei: Toki Shouzou Trouble Note - Hard & Loose,1992,5.41,Finished,1,"['Action', 'Mystery']",Manga
Li Shi Zhentan Shiwusuo: A Day in Lungmen - Home Service,2021,6.15,Finished,1,"['Action', 'Comedy', 'Mystery']",Source
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Maguro no Notta Keikan,2005,6.42,Finished,1,"['Comedy', 'Mystery']",Manga
Norakuro-kun,1987,6.51,Finished,50,"['Comedy', 'Mystery']",Manga
Nazotoki-hime wa Meitantei♥,2012,0,Finished,6,['Mystery'],Manga
Felix no Meitantei,1932,4.56,Finished,1,['Mystery'],Original
Fushigi Dagashiya: Zenitendou Movie - Tsuri Taiyaki,2020,0,Finished,1,['Mystery'],Novel
L/R: Licensed by Royal Special,2003,6.09,Finished,1,"['Action', 'Adventure', 'Mystery']",Original
Mu Wang Zhi Wang: Xuan Guan Si,2017,6.21,Finished,20,"['Action', 'Mystery', 'Romance']",Original
Shaonian Jinyiwei 2nd Season,2017,6.23,Finished,13,"['Action', 'Adventure', 'Mystery', 'Romance']",Original
Bai Yao Pu 4th Season,2024,0,Airing,?,"['Adventure', 'Fantasy', 'Mystery', 'Supernatural']",Novel
Princess Principal: Crown Handler Movie 3 - Cost for Custom Cars,2023,6.49,Finished,1,['Mystery'],Original
Nekketsu Tantei Jimusho,2013,5.2,Finished,5,"['Comedy', 'Mystery']",
Guiying Yu Li Shi Zhentan Shiwusuo,2022,5.69,Finished,1,"['Comedy', 'Mystery']",Game
Takahashi Rumiko Gekijou Ningyo no Mori Specials,2004,6.55,Finished,2,"['Drama', 'Fantasy', 'Horror', 'Mystery']",Manga
The Lamp Man,2017,5.78,Finished,1,"['Fantasy', 'Mystery']",Original
Meitantei Conan: Necchuushou no Nazo wo Toke!,2003,5.99,Finished,1,"['Comedy', 'Mystery']",Manga
Kagaku Bouken-tai Tansar 5,1979,6.26,Finished,34,"['Adventure', 'Mystery', 'Sci-Fi', 'Supernatural']",
Meitantei Rascal,2014,0,Finished,12,"['Adventure', 'Mystery']",
Karl to Fushigi na Tou,2010,0,Finished,26,"['Adventure', 'Fantasy', 'Mystery']",Original
Si Hai Jing Qi 2nd Season,2019,6.18,Finished,24,"['Action', 'Adventure', 'Fantasy', 'Mystery']",Novel
Hua Jianghu: Huan Shi Men Sheng 2nd Season,2021,0,Finished,19,"['Drama', 'Fantasy', 'Mystery', 'Romance']",Original
Columbos,2012,4.8,Finished,1,"['Drama', 'Mystery']",
Shaonian Ge Xing: Feng Hua Xue Yue Pian Special,2022,6.55,Finished,1,"['Action', 'Adventure', 'Mystery']",Novel
Alice Tantei Kyoku,1995,6.14,Finished,56,"['Fantasy', 'Mystery']",Original
Hidden Region,2022,6.5,Finished,1,['Mystery'],Game
The Gregory Gallery Tour Special,2000,5.72,Finished,3,"['Comedy', 'Horror', 'Mystery', 'Supernatural']",Original
Private Eye Dol,1995,0,Finished,3,"['Comedy', 'Mystery']",
The Collected Animations of ICAF (2001-2006),2006,5.55,Finished,16,"['Fantasy', 'Mystery']",
Yattokame Tanteidan,2007,0,Finished,14,"['Mystery', 'Slice of Life']",
Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars Special,2007,0,Finished,1,"['Drama', 'Fantasy', 'Mystery']",Novel
Honto ni Atta Gakkou Kaidan,1996,0,Finished,1,"['Mystery', 'Supernatural']",
Meitantei Conan: Tantei-tachi no Starry Night,2015,0,Finished,1,"['Comedy', 'Mystery', 'Sci-Fi']",Manga
Xiong Bing Lian: Zhu Tian Jianglin,2019,6.58,Finished,26,"['Action', 'Mystery', 'Sci-Fi', 'Supernatural']",Original
Kaette Kite yoo Toyama kara,2015,0,Finished,4,"['Comedy', 'Mystery', 'Slice of Life']",Original
Chuanyue Huoxian: Youling Jihua,2019,0,Finished,13,"['Action', 'Mystery']",Game
Shuuen no Shiori,2013,6.18,Finished,1,"['Mystery', 'Supernatural']",Original
Tobidase! Bacchiri,1966,0,Finished,132,"['Comedy', 'Mystery']",
Shaonian Ge Xing: Haiwai Xianshan Pian,2023,0,Airing,?,"['Action', 'Adventure', 'Mystery']",Novel
Tantei Shounen Kageman,2001,0,Finished,39,"['Comedy', 'Mystery']",
Oshiri Tantei 5th Season,2021,0,Finished,13,"['Comedy', 'Fantasy', 'Mystery']",Picture book
Oshiri Tantei: Mina to Machi no Tuk-tuk Chase,2017,5.36,Finished,1,"['Comedy', 'Mystery']",Picture book
Meitantei Hangyodon: Kaitou Ruzu Arawaruno-kan,1993,5.31,Finished,1,['Mystery'],
Taka no Tsume Yoshida-kun Batten File: Natsuyasumi Mystery Adventure,2019,0,Finished,5,"['Comedy', 'Mystery', 'Sci-Fi', 'Supernatural']",Original
Miko Note Episode 0: Zenjitsudan,2022,0,Finished,1,"['Mystery', 'Slice of Life']",Game
Tate no Kuni PV,2022,5.76,Finished,1,"['Adventure', 'Fantasy', 'Mystery']",Manga
Doctor Mambo & Kaitou Jibako: Uchuu yori Ai wo Komete!!,1983,0,Finished,1,"['Adventure', 'Fantasy', 'Mystery', 'Sci-Fi']",
Slippy Dandy,1987,0,Finished,4,"['Action', 'Mystery']",
Oshiri Tantei 2nd Season,2018,0,Finished,16,"['Comedy', 'Fantasy', 'Mystery']",Picture book
Oshiri Tantei 4th Season,2020,0,Finished,13,"['Comedy', 'Fantasy', 'Mystery']",Picture book
Ooedo Torimonochou: Nezumi Kozou,1989,0,Finished,1,['Mystery'],
Oshiri Tantei 3rd Season,2019,0,Finished,13,"['Comedy', 'Fantasy', 'Mystery']",Picture book
Oshiri Tantei 6th Season,2022,0,Finished,13,"['Comedy', 'Fantasy', 'Mystery']",Picture book
Mr. Bond,1997,5.74,Finished,1,['Mystery'],Novel
Oshiri Tantei 7th Season,2023,0,Airing,15,"['Comedy', 'Fantasy', 'Mystery']",Picture book
Mahou no Nai Sekai de Ikiru to Iu Koto,2022,0,Finished,1,"['Drama', 'Mystery']",Original
W.O.L.F. (Win Or Lose Fight) PV,2023,5.7,Finished,1,"['Mystery', 'Supernatural']",Web manga
Teosbatbu Sageonilji PV,2020,5.7,Finished,1,"['Comedy', 'Mystery']",Manga
Yeon-ui Pyeonji PV,2021,5.81,Finished,1,"['Adventure', 'Drama', 'Mystery']",Manga
Oni Keibu Anpan,2009,0,Finished,2,['Mystery'],Other
Lutu Weiji! Sheng Freya Hao Tebie Shijian,2024,0,Finished,1,"['Comedy', 'Mystery', 'Sci-Fi']",Game
Sherlock Holmes to Watson Hakase,1975,5.22,Finished,1,['Mystery'],Novel
Oshiri Tantei Movie 1: Curry Naru Jiken,2019,0,Finished,1,"['Comedy', 'Fantasy', 'Mystery']",Picture book
Arikitari Heroes,2013,6.02,Finished,1,"['Horror', 'Mystery', 'Supernatural']",Original
Oshiri Tantei Movie 2: Tentoumushi Iseki no Nazo,2020,0,Finished,1,"['Comedy', 'Fantasy', 'Mystery']",Picture book
Sinbi Apartment Movie: Haneuldokkaebi Dae Yoleumungandeu,2019,0,Finished,1,"['Mystery', 'Supernatural']",Original
Kijeu CSI,2012,0,Finished,104,"['Adventure', 'Mystery']",Original
Oshiri Tantei Movie 3: Sufure-tou no Himitsu,2021,0,Finished,1,"['Comedy', 'Fantasy', 'Mystery']",Picture book
Sinbi Apartment: Joseontoemasillog,2023,0,Finished,4,"['Mystery', 'Supernatural']",Original
Sono Saki no Taniji,2018,0,Finished,1,"['Avant Garde', 'Mystery']",Original
Gigi Goegoe,2019,0,Finished,20,"['Horror', 'Mystery', 'Supernatural']",Web manga
Nare no Hate,2023,0,Finished,1,"['Avant Garde', 'Mystery']",Original
Da Zhentan Fuermosi: Tao Yu Da Zhuibu,2019,0,Finished,1,"['Adventure', 'Mystery']",Novel
Sinbi Apartment: Bichui Baempaieowa Eodumui Ai,2021,0,Finished,1,"['Mystery', 'Supernatural']",Original
Sushi Police Movie,2016,0,Finished,1,"['Comedy', 'Mystery']",Original
HololiveEN PVs,2021,0,Finished,2,['Mystery'],Original
Ulineun Myeong-tam-jeong,2009,0,Finished,52,['Mystery'],Original
Dogra Magra,2012,0,Finished,1,"['Mystery', 'Sci-Fi']",Novel
Oshiri Tantei Movie 4: Shiriarty,2022,0,Finished,1,"['Action', 'Comedy', 'Fantasy', 'Mystery']",Picture book
26 Ge Mimi,2005,0,Finished,26,"['Adventure', 'Mystery']",Original
Itadakinosaki,2015,0,Finished,1,"['Fantasy', 'Mystery']",Original
Code Name X,2023,0,Finished,26,"['Action', 'Comedy', 'Mystery']",Original
Dokuhaku Suru Universal Yoko Mercator Egg Man,2009,0,Finished,1,"['Mystery', 'Suspense']",Novel
Sinbi Apartment: Geumbich Dokkaebiwa Bimil-ui Dong-gul,2018,0,Finished,1,"['Mystery', 'Supernatural']",Original
Shengsi Huifang,2016,0,Finished,20,"['Mystery', 'Supernatural']",Manga
Shaonian Jinyiwei 2nd Season Xuzhang,2017,0,Finished,1,"['Action', 'Mystery']",Original
Kun Bing Zhi Long PV,2016,0,Finished,1,"['Action', 'Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Suspense']",Web manga
Wangpai Erha,2023,0,Finished,1,"['Comedy', 'Mystery']",Original
Fuaxiao Chuanqi,2018,0,Finished,1,"['Mystery', 'Sci-Fi']",Original
Sabu to Ichi Torimono Hikae Pilot Film,0,0,Finished,1,"['Action', 'Drama', 'Mystery']",Manga
Oshiri Tantei Movie 5: Saraba Itoshiki Aibou (Oshiri) yo,2024,0,Not yet aired,1,"['Action', 'Comedy', 'Fantasy', 'Mystery']",Picture book
Kuaile Xiao Yongshi,2007,0,Finished,39,['Mystery'],
Tan Zhang QiQi,2003,0,Finished,26,['Mystery'],Original
Meitantei Pork,2016,0,Finished,1,"['Comedy', 'Mystery']",Original
Story of Krishna,2019,0,Finished,1,"['Avant Garde', 'Mystery']",
Shi ga Utsukushii Nante dare ga Itta,2023,0,Finished,1,"['Action', 'Horror', 'Mystery']",Book